feature_1,feature_2,feature_3,feature_4,feature_5,target
0.14901424590336979,0.3631426871695864,1.190782568618481,0.1786873588542394,-0.8116714276393803,0.1343719530144767
0.09385394321294888,0.7427410629680576,0.725156897893963,-0.0728933884950965,-0.370295224443538,0.16151126194285212
0.46299644859506256,0.9909754558599682,0.8660748993383239,0.007174592141191656,-0.9893699653113487,0.13496271683676647
0.8550335096070856,1.0553726580232439,0.6435669114746383,0.0497589289211148,-1.0340370321395518,0.3521871158902158
0.45150766168471457,0.9426596245840803,0.5859942735719548,-0.17861009572197747,-0.9229093546710055,-0.16175269141101453
0.567544165207719,1.2852010338561706,0.5482804608922183,-0.25555699725402126,-1.0324667431657777,0.2844216137129571
1.218310950580906,0.7829821998042097,0.6246173160413269,-0.5454219462038788,-0.6623340304062155,0.6643149590940528
1.070743661521662,1.0499700286613172,0.32533675867757517,-0.5917193255737052,-0.14864159440140556,0.43982681327018414
0.7834856097215295,1.1031637154286065,0.752588368364635,-0.8610440108309938,-0.46048083597954476,0.6572722818607273
1.157595065541809,1.1814927128609576,0.012236908043922023,0.04918700735101256,-0.5393713117740137,0.6621083703545901
0.9120312084514148,1.1873713267709216,0.12914770394836425,-0.8710893048557182,-0.4430602380672764,0.08463589492296653
0.9525683246576117,0.571015378361273,-0.04030970226557312,-0.7138853144418486,-0.7028336843560159,0.17107955906468783
1.1906154098980817,0.371838291772075,0.43586295731825314,-0.7147001535993788,0.16505910679416236,0.6052499435458896
0.5540426550309323,1.1297027889524527,-0.023454490708499184,-0.2084226580894068,0.021815058269104518,0.08636737173496437
0.6048119009747789,0.7527503308684158,0.15039228268124422,-0.5273851638398964,0.1456008770809058,0.5425387790942936
0.9323702575228617,0.3292832332191622,-0.6724356303754113,-0.010824673909869797,1.3201450778318775,0.4897182274606222
0.7609777163656923,0.9159448157319492,-0.20358584996101398,-0.517905156993005,0.6204222719873566,0.3905945893298911
1.108602125280597,0.38001201448802385,-0.06170108241769762,-0.14779594387620287,0.47808817804300024,0.23063590064223854
0.678106020119426,0.5937254445988361,-0.3355694453916408,-0.38335972342812397,0.7508557212179501,0.515636926727656
0.45085599552810146,0.15671197542130938,-0.05807729723105859,0.6229761813159642,1.3987691400218114,0.23990695762840095
1.2274798829689395,0.6550417776504942,-0.535428579584075,-0.2523509998575642,1.2620451226521259,0.7175069181929381
0.6240207839557544,0.46950822866031816,0.05550055530924103,0.3323492847470083,0.9668124727127987,0.5774984407048476
0.6083830140910552,-0.21817063511312512,0.35103220288950265,0.5744824541249781,1.8388035794258164,1.049393602965272
0.05126543130081823,0.0708043783043108,-0.4030732540377669,0.6612521434567072,1.520028369275092,-0.05304766652972498
0.20201841620674973,-0.09350511478523757,-0.3679351301034254,0.640327506887543,2.4309009458502238,-0.12709357292177303
0.28327677691295994,0.06911848245180818,0.27671791630962855,0.8199337820201048,2.330816915022323,0.727587055304572
-0.2106313067909951,-0.6720306080282208,0.40390132736003864,1.0372151677512533,1.998561581490368,0.7756692974127584
0.134019518338847,-0.20358690794498152,-0.1240966744020092,1.1454140582799472,2.6298856200945218,0.8035471514556126
-0.2683161596603194,-0.10375113383894474,0.021694456785091243,1.642394214828274,2.3646360833026967,0.3872093569208322
-0.27926179903969844,-0.9453011119547876,0.189121475540199,2.176425017297095,2.6839184005530616,0.35556198612641343
-0.4682972359612918,-0.7533236079516535,0.005632748756906669,1.5004869691128357,2.6418880058765066,0.45734332714918946
